Zeit (s);Pos X;Pos Y;Pos Z;Bewegung X;Bewegung Y;Bewegung Z; Looking at Artwork;
273,36;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,36;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,38;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,39;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,41;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,42;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,44;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,45;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,47;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,48;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,50;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,51;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,53;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,54;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,55;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,57;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,58;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,59;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,61;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,62;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,64;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,65;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,67;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,68;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,69;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,71;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,72;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,74;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,75;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,76;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,78;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,79;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,80;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,82;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,83;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,85;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,86;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,87;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,89;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,90;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,92;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,93;7,86;-8,80;8,71;0,00;0,00;0,00;none
273,94;7,86;-8,80;8,71;0,00;0,00;0,00;none
