Zeit (s);Pos X;Pos Y;Pos Z;Bewegung X;Bewegung Y;Bewegung Z; Looking at Artwork;
612,98;-3,11;-9,15;19,34;0,00;0,00;0,00;none
612,98;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,00;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,02;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,03;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,04;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,06;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,07;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,09;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,10;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,12;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,13;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,14;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,15;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,17;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,18;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,20;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,21;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,22;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,24;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,25;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,27;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,28;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,29;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,31;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,32;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,34;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,35;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,36;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,38;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,39;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,41;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,42;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,43;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,45;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,46;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,48;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,49;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,50;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,52;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,54;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,55;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,56;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,57;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,59;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,60;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,62;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,63;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,64;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,66;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,67;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,69;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,70;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,71;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,73;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,74;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,76;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,77;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,79;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,80;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,81;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,83;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,84;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,86;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,87;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,88;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,90;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,91;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,93;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,94;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,95;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,97;-3,11;-9,15;19,34;0,00;0,00;0,00;none
613,98;-3,11;-9,15;19,34;0,00;0,00;0,00;none
614,00;-3,11;-9,15;19,34;0,00;0,00;0,00;none
614,01;-3,11;-9,15;19,34;0,00;0,00;0,00;none
614,02;-3,11;-9,15;19,34;0,00;0,00;0,00;none
