Zeit (s);Pos X;Pos Y;Pos Z;Bewegung X;Bewegung Y;Bewegung Z; Looking at Artwork;
449,83;-3,03;-9,15;19,42;0,08;0,00;0,07;none
449,83;-2,96;-9,15;19,42;0,08;0,00;0,00;none
449,85;-2,92;-9,15;19,42;0,04;0,00;0,00;none
449,86;-2,89;-9,15;19,42;0,03;0,00;0,00;none
449,88;-2,86;-9,15;19,42;0,03;0,00;0,00;none
449,89;-2,84;-9,15;19,42;0,03;0,00;0,00;none
449,90;-2,81;-9,15;19,42;0,03;0,00;0,00;none
449,92;-2,78;-9,15;19,42;0,03;0,00;0,00;none
449,93;-2,75;-9,15;19,42;0,03;0,00;0,00;none
449,95;-2,73;-9,15;19,42;0,02;0,00;0,00;none
449,96;-2,71;-9,15;19,42;0,02;0,00;0,00;none
449,98;-2,68;-9,15;19,42;0,03;0,00;0,00;none
449,99;-2,67;-9,15;19,42;0,01;0,00;0,00;none
450,00;-2,65;-9,15;19,42;0,02;0,00;0,00;none
450,02;-2,64;-9,15;19,42;0,01;0,00;0,00;none
450,03;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,04;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,06;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,07;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,09;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,10;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,12;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,13;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,14;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,16;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,17;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,18;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,20;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,21;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,22;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,24;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,25;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,27;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,28;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,30;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,31;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,32;-2,64;-9,15;19,42;0,00;0,00;0,00;none
450,34;-2,64;-9,15;19,42;0,00;0,00;0,00;none
