Zeit (s);Pos X;Pos Y;Pos Z;Bewegung X;Bewegung Y;Bewegung Z; Looking at Artwork;
362,77;-3,04;-9,15;19,44;0,08;0,00;0,10;none
362,77;-2,96;-9,15;19,44;0,08;0,00;0,00;none
362,79;-2,92;-9,15;19,44;0,04;0,00;-0,01;none
362,80;-2,89;-9,15;19,43;0,03;0,00;-0,01;none
362,81;-2,88;-9,15;19,42;0,02;0,00;-0,01;none
362,82;-2,85;-9,15;19,42;0,02;0,00;0,00;none
362,84;-2,83;-9,15;19,42;0,02;0,00;0,00;none
362,85;-2,82;-9,15;19,42;0,02;0,00;0,00;none
362,86;-2,81;-9,15;19,42;0,01;0,00;0,00;none
362,88;-2,80;-9,15;19,42;0,01;0,00;0,00;none
362,89;-2,79;-9,15;19,42;0,01;0,00;0,00;none
362,91;-2,78;-9,15;19,42;0,01;0,00;0,00;none
362,92;-2,77;-9,15;19,42;0,01;0,00;0,00;none
362,93;-2,76;-9,15;19,42;0,01;0,00;0,00;none
362,95;-2,76;-9,15;19,42;0,01;0,00;0,00;none
362,96;-2,75;-9,15;19,42;0,01;0,00;0,00;none
362,97;-2,74;-9,15;19,42;0,01;0,00;0,00;none
362,99;-2,73;-9,15;19,42;0,01;0,00;0,00;none
363,00;-2,72;-9,15;19,42;0,01;0,00;0,00;none
363,01;-2,71;-9,15;19,42;0,01;0,00;0,00;none
363,03;-2,69;-9,15;19,42;0,02;0,00;0,00;none
363,04;-2,67;-9,15;19,42;0,02;0,00;0,00;none
363,06;-2,65;-9,15;19,42;0,02;0,00;0,00;none
363,07;-2,63;-9,15;19,42;0,02;0,00;0,00;none
363,08;-2,60;-9,15;19,42;0,03;0,00;0,00;none
363,10;-2,57;-9,15;19,42;0,03;0,00;0,00;none
363,11;-2,55;-9,15;19,42;0,03;0,00;0,00;none
363,13;-2,52;-9,15;19,42;0,02;0,00;0,00;none
363,14;-2,49;-9,15;19,42;0,03;0,00;0,00;none
363,15;-2,47;-9,15;19,42;0,03;0,00;0,00;none
