Zeit (s);Pos X;Pos Y;Pos Z;Bewegung X;Bewegung Y;Bewegung Z; Looking at Artwork;
287,81;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,81;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,83;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,85;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,86;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,88;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,89;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,90;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,92;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,93;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,95;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,96;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,98;2,01;-0,53;-6,41;0,00;0,00;0,00;none
287,99;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,00;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,02;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,03;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,04;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,06;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,07;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,09;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,10;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,11;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,13;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,14;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,16;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,17;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,18;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,20;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,21;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,23;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,24;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,25;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,27;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,28;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,30;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,31;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,32;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,34;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,35;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,37;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,38;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,39;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,41;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,42;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,43;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,45;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,46;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,48;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,49;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,50;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,52;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,53;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,55;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,56;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,57;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,59;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,60;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,61;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,63;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,64;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,66;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,67;2,01;-0,53;-6,41;0,00;0,00;0,00;none
288,69;2,01;-0,53;-6,40;0,00;0,00;0,01;none
288,70;2,02;-0,53;-6,39;0,00;0,00;0,01;none
288,71;2,02;-0,53;-6,39;0,00;0,00;0,01;none
288,73;2,02;-0,53;-6,38;0,00;0,00;0,01;none
288,74;2,02;-0,53;-6,37;0,00;0,00;0,01;none
288,76;2,02;-0,53;-6,36;0,00;0,00;0,01;none
288,78;2,03;-0,53;-6,35;0,00;0,00;0,01;none
288,79;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,80;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,81;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,83;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,84;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,85;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,87;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,88;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,89;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,91;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,92;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,94;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,95;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,96;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,98;2,03;-0,53;-6,34;0,00;0,00;0,00;none
288,99;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,01;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,02;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,04;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,05;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,06;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,07;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,09;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,11;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,12;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,13;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,14;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,16;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,17;2,03;-0,53;-6,34;0,00;0,00;0,00;none
289,19;2,03;-0,53;-6,34;0,00;0,00;0,00;none
