Zeit (s);Pos X;Pos Y;Pos Z;Bewegung X;Bewegung Y;Bewegung Z; Looking at Artwork;
79,34;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,34;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,36;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,37;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,39;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,40;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,41;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,43;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,44;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,46;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,47;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,48;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,50;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,51;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,53;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,54;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,55;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,57;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,58;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,59;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,61;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,62;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,64;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,65;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,66;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,68;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,69;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,71;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,72;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,73;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,75;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,76;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,78;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,79;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,80;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,82;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,83;-12,51;-9,09;-7,63;0,00;0,00;0,00;none
79,84;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,86;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,87;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,89;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,90;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,92;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,93;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,94;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,96;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,97;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
79,98;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,00;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,01;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,03;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,04;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,05;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,07;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,08;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,10;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,11;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,12;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,14;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,15;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,17;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,18;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,19;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,21;-12,51;-9,09;-7,63;0,00;0,00;0,00;Artwork1
80,22;-12,51;-9,09;-7,54;0,00;0,00;0,09;Artwork1
80,24;-12,52;-9,09;-7,53;-0,01;0,00;0,02;Artwork1
80,25;-12,53;-9,09;-7,50;-0,01;0,00;0,02;Artwork1
